LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-11-23 18:55:31,1900-01-00 00:00:00,,B2:08:21:F6:2C:1B,-34, ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:31,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:31,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:31,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:31,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:32,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:33,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:34,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:35,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:35,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:35,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:35,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:35,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:35,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:36,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-42,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-42,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-42,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-42,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-41,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:37,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:38,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:39,1900-01-00 00:00:00,K9M,B2:08:21:F6:2C:1B,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-38,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-39,,0.000000,0.000000,0.000,0.000,Client
2024-11-23 18:55:39,1900-01-00 00:00:00,,FE:BD:45:19:99:0E,-40,,0.000000,0.000000,0.000,0.000,Client
